data downloaded april 25, from https://delphi.cmu.edu/covidcast/indicator/?date=20210419&sensor=fb-survey-smoothed_hh_cmnty_cli and https://delphi.cmu.edu/covidcast/; download from menu covidcast -> explore an indicator; this file is the indicator COVID-Like Symptoms (the value column... and is per 100 individuals ),,,,,,,,
geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
nv,smoothed_cli,4/21/2021,4/25/2021,4,0.6639153,0.177084,1670.7099,state,fb-survey
ny,smoothed_cli,4/21/2021,4/25/2021,4,0.4958767,0.0600914,11423.0004,state,fb-survey
oh,smoothed_cli,4/21/2021,4/25/2021,4,0.8207804,0.0861351,9263.005,state,fb-survey
ok,smoothed_cli,4/21/2021,4/25/2021,4,0.7251996,0.1371977,2916.7543,state,fb-survey
or,smoothed_cli,4/21/2021,4/25/2021,4,0.5073186,0.1015604,3468.0327,state,fb-survey
pa,smoothed_cli,4/21/2021,4/25/2021,4,0.7953561,0.0811514,9849.004,state,fb-survey
ri,smoothed_cli,4/21/2021,4/25/2021,4,0.4037816,0.1690313,918.99,state,fb-survey
sc,smoothed_cli,4/21/2021,4/25/2021,4,0.9086826,0.1350371,4307.0047,state,fb-survey
sd,smoothed_cli,4/21/2021,4/25/2021,4,1.0071641,0.3246485,763.8893,state,fb-survey
tn,smoothed_cli,4/21/2021,4/25/2021,4,0.9107928,0.1233226,4603.7961,state,fb-survey
tx,smoothed_cli,4/21/2021,4/25/2021,4,0.7066962,0.0608144,14973.1849,state,fb-survey
ut,smoothed_cli,4/21/2021,4/25/2021,4,0.6759076,0.1583605,2106.3644,state,fb-survey
va,smoothed_cli,4/21/2021,4/25/2021,4,0.536437,0.0781309,6619.5963,state,fb-survey
vt,smoothed_cli,4/21/2021,4/25/2021,4,0.6978755,0.2886524,769.0006,state,fb-survey
wa,smoothed_cli,4/21/2021,4/25/2021,4,0.4373933,0.0748656,5705.9652,state,fb-survey
wi,smoothed_cli,4/21/2021,4/25/2021,4,0.7004085,0.1114332,4694.9871,state,fb-survey
wv,smoothed_cli,4/21/2021,4/25/2021,4,1.241337,0.2385432,1820.253,state,fb-survey
wy,smoothed_cli,4/21/2021,4/25/2021,4,1.1939009,0.4641822,543.9903,state,fb-survey
ak,smoothed_cli,4/22/2021,4/25/2021,3,0.7548886,0.3102315,733,state,fb-survey
al,smoothed_cli,4/22/2021,4/25/2021,3,0.883288,0.1590492,3023.0555,state,fb-survey
ar,smoothed_cli,4/22/2021,4/25/2021,3,0.6530327,0.1477279,2134.3649,state,fb-survey
az,smoothed_cli,4/22/2021,4/25/2021,3,0.467904,0.0904945,4298.5858,state,fb-survey
ca,smoothed_cli,4/22/2021,4/25/2021,3,0.5828537,0.0507722,19348.2281,state,fb-survey
co,smoothed_cli,4/22/2021,4/25/2021,3,0.8374731,0.1229154,4325.9355,state,fb-survey
ct,smoothed_cli,4/22/2021,4/25/2021,3,0.5093053,0.109372,3328,state,fb-survey
dc,smoothed_cli,4/22/2021,4/25/2021,3,0.3807107,0.3090782,394,state,fb-survey
de,smoothed_cli,4/22/2021,4/25/2021,3,0.9760865,0.2995592,992.0073,state,fb-survey
fl,smoothed_cli,4/22/2021,4/25/2021,3,0.7198144,0.0589772,15229.9995,state,fb-survey
ga,smoothed_cli,4/22/2021,4/25/2021,3,0.5449719,0.0847948,5491.9555,state,fb-survey
hi,smoothed_cli,4/22/2021,4/25/2021,3,0.4233425,0.2188425,853,state,fb-survey
ia,smoothed_cli,4/22/2021,4/25/2021,3,0.9805257,0.1609664,3124.5121,state,fb-survey
id,smoothed_cli,4/22/2021,4/25/2021,3,0.9506662,0.2281326,1543.2014,state,fb-survey
il,smoothed_cli,4/22/2021,4/25/2021,3,0.6322208,0.0742254,9226.0006,state,fb-survey
in,smoothed_cli,4/22/2021,4/25/2021,3,0.9177043,0.1223954,5011.0009,state,fb-survey
ks,smoothed_cli,4/22/2021,4/25/2021,3,0.5851597,0.1379503,2435.087,state,fb-survey
ky,smoothed_cli,4/22/2021,4/25/2021,3,0.5619396,0.1134392,3350.2732,state,fb-survey
la,smoothed_cli,4/22/2021,4/25/2021,3,0.9446357,0.1705608,2693.9998,state,fb-survey
ma,smoothed_cli,4/22/2021,4/25/2021,3,0.5894049,0.1063823,4367.01,state,fb-survey
md,smoothed_cli,4/22/2021,4/25/2021,3,0.4416302,0.0946792,3788.9915,state,fb-survey
me,smoothed_cli,4/22/2021,4/25/2021,3,0.8173581,0.2033349,1787.2234,state,fb-survey
mi,smoothed_cli,4/22/2021,4/25/2021,3,0.992641,0.0822881,11780.0018,state,fb-survey
mn,smoothed_cli,4/22/2021,4/25/2021,3,0.8536131,0.1347786,3876.2401,state,fb-survey
mo,smoothed_cli,4/22/2021,4/25/2021,3,0.7582666,0.1219566,4080.7848,state,fb-survey
ms,smoothed_cli,4/22/2021,4/25/2021,3,1.1224198,0.2131379,1955.7856,state,fb-survey
mt,smoothed_cli,4/22/2021,4/25/2021,3,0.6375907,0.2195707,1154.4663,state,fb-survey
nc,smoothed_cli,4/22/2021,4/25/2021,3,0.8485423,0.1004182,6984.0095,state,fb-survey
nd,smoothed_cli,4/22/2021,4/25/2021,3,1.2187247,0.4187129,607.9187,state,fb-survey
ne,smoothed_cli,4/22/2021,4/25/2021,3,1.1311996,0.2402491,1625.7363,state,fb-survey
nh,smoothed_cli,4/22/2021,4/25/2021,3,0.7171389,0.2064746,1471.7766,state,fb-survey
nj,smoothed_cli,4/22/2021,4/25/2021,3,0.5755072,0.0999872,5039.9983,state,fb-survey
nm,smoothed_cli,4/22/2021,4/25/2021,3,0.6903276,0.1610497,2262.2142,state,fb-survey
nv,smoothed_cli,4/22/2021,4/25/2021,3,0.9100173,0.2178683,1612.7722,state,fb-survey
ny,smoothed_cli,4/22/2021,4/25/2021,3,0.5044199,0.0611886,11280.0001,state,fb-survey
oh,smoothed_cli,4/22/2021,4/25/2021,3,0.8039862,0.0844169,9186.0044,state,fb-survey
ok,smoothed_cli,4/22/2021,4/25/2021,3,0.8190136,0.1482046,2860.7537,state,fb-survey
or,smoothed_cli,4/22/2021,4/25/2021,3,0.4862383,0.1026937,3430.0307,state,fb-survey
pa,smoothed_cli,4/22/2021,4/25/2021,3,0.7469948,0.0782717,9765.0044,state,fb-survey
ri,smoothed_cli,4/22/2021,4/25/2021,3,0.3717968,0.1639405,901.99,state,fb-survey
sc,smoothed_cli,4/22/2021,4/25/2021,3,0.9223888,0.1361999,4243.005,state,fb-survey
sd,smoothed_cli,4/22/2021,4/25/2021,3,1.0818111,0.3436588,738.8833,state,fb-survey
tn,smoothed_cli,4/22/2021,4/25/2021,3,0.9555635,0.1283519,4628.7116,state,fb-survey
tx,smoothed_cli,4/22/2021,4/25/2021,3,0.7297181,0.0623239,14735.1868,state,fb-survey
ut,smoothed_cli,4/22/2021,4/25/2021,3,0.7536122,0.1711464,2040.2721,state,fb-survey
va,smoothed_cli,4/22/2021,4/25/2021,3,0.5543983,0.0800727,6635.2685,state,fb-survey
vt,smoothed_cli,4/22/2021,4/25/2021,3,0.8322436,0.3177236,765.0004,state,fb-survey
wa,smoothed_cli,4/22/2021,4/25/2021,3,0.4414308,0.0785261,5703.8331,state,fb-survey
wi,smoothed_cli,4/22/2021,4/25/2021,3,0.6724285,0.1104254,4617.9949,state,fb-survey
wv,smoothed_cli,4/22/2021,4/25/2021,3,1.1283881,0.2261601,1798.204,state,fb-survey
wy,smoothed_cli,4/22/2021,4/25/2021,3,1.0428919,0.4410893,526.9846,state,fb-survey
ak,smoothed_cli,4/23/2021,4/25/2021,2,0.6527778,0.2943118,720,state,fb-survey
al,smoothed_cli,4/23/2021,4/25/2021,2,0.931435,0.1645489,2985.0482,state,fb-survey
ar,smoothed_cli,4/23/2021,4/25/2021,2,0.6797636,0.1611628,2082.3492,state,fb-survey
az,smoothed_cli,4/23/2021,4/25/2021,2,0.5095669,0.0968207,4241.4714,state,fb-survey
ca,smoothed_cli,4/23/2021,4/25/2021,2,0.5550199,0.0499308,19241.2003,state,fb-survey
co,smoothed_cli,4/23/2021,4/25/2021,2,0.9152822,0.1292801,4214.9343,state,fb-survey
ct,smoothed_cli,4/23/2021,4/25/2021,2,0.5661614,0.1181906,3278,state,fb-survey
dc,smoothed_cli,4/23/2021,4/25/2021,2,0.3731343,0.3029619,402,state,fb-survey
de,smoothed_cli,4/23/2021,4/25/2021,2,0.7857913,0.2646427,965.0073,state,fb-survey
fl,smoothed_cli,4/23/2021,4/25/2021,2,0.6537988,0.056255,15006,state,fb-survey
ga,smoothed_cli,4/23/2021,4/25/2021,2,0.5833149,0.0906844,5350.9636,state,fb-survey
hi,smoothed_cli,4/23/2021,4/25/2021,2,0.4340278,0.2243437,832,state,fb-survey
ia,smoothed_cli,4/23/2021,4/25/2021,2,0.9949975,0.1643056,3019.4819,state,fb-survey
id,smoothed_cli,4/23/2021,4/25/2021,2,0.8386298,0.2130833,1524.2014,state,fb-survey
il,smoothed_cli,4/23/2021,4/25/2021,2,0.6214354,0.0749294,9112.0231,state,fb-survey
in,smoothed_cli,4/23/2021,4/25/2021,2,0.786518,0.1146521,4922.0016,state,fb-survey
ks,smoothed_cli,4/23/2021,4/25/2021,2,0.5446921,0.1347804,2368.1164,state,fb-survey
ky,smoothed_cli,4/23/2021,4/25/2021,2,0.4621108,0.1051384,3303.8842,state,fb-survey
la,smoothed_cli,4/23/2021,4/25/2021,2,1.0135808,0.1795899,2616.9997,state,fb-survey
ma,smoothed_cli,4/23/2021,4/25/2021,2,0.5703837,0.1040648,4304.0095,state,fb-survey
md,smoothed_cli,4/23/2021,4/25/2021,2,0.450367,0.0961957,3733.9913,state,fb-survey
me,smoothed_cli,4/23/2021,4/25/2021,2,0.7458047,0.1940905,1735.2234,state,fb-survey
mi,smoothed_cli,4/23/2021,4/25/2021,2,1.0373672,0.0852623,11476.0021,state,fb-survey
mn,smoothed_cli,4/23/2021,4/25/2021,2,0.8844971,0.1390163,3822.2364,state,fb-survey
mo,smoothed_cli,4/23/2021,4/25/2021,2,0.7070054,0.1196635,3987.756,state,fb-survey
ms,smoothed_cli,4/23/2021,4/25/2021,2,1.1448593,0.2194898,1895.647,state,fb-survey
mt,smoothed_cli,4/23/2021,4/25/2021,2,0.8595164,0.2533478,1106.4805,state,fb-survey
nc,smoothed_cli,4/23/2021,4/25/2021,2,0.833591,0.0995914,6918.0084,state,fb-survey
nd,smoothed_cli,4/23/2021,4/25/2021,2,1.3992975,0.4540957,600.8986,state,fb-survey
ne,smoothed_cli,4/23/2021,4/25/2021,2,1.3617579,0.266023,1587.7693,state,fb-survey
nh,smoothed_cli,4/23/2021,4/25/2021,2,0.5812497,0.1831318,1471.7766,state,fb-survey
nj,smoothed_cli,4/23/2021,4/25/2021,2,0.5896751,0.1016591,5004.9983,state,fb-survey
nm,smoothed_cli,4/23/2021,4/25/2021,2,0.7166628,0.1667558,2188.3305,state,fb-survey
nv,smoothed_cli,4/23/2021,4/25/2021,2,0.8319804,0.2065755,1611.8,state,fb-survey
ny,smoothed_cli,4/23/2021,4/25/2021,2,0.5074484,0.0615182,11124.0003,state,fb-survey
oh,smoothed_cli,4/23/2021,4/25/2021,2,0.7727426,0.0822547,9113.0055,state,fb-survey
ok,smoothed_cli,4/23/2021,4/25/2021,2,0.7519352,0.1435918,2806.7538,state,fb-survey
or,smoothed_cli,4/23/2021,4/25/2021,2,0.5381365,0.1112225,3385.0293,state,fb-survey
pa,smoothed_cli,4/23/2021,4/25/2021,2,0.8348691,0.0827342,9741.0044,state,fb-survey
ri,smoothed_cli,4/23/2021,4/25/2021,2,0.2453371,0.1447872,887.9905,state,fb-survey
sc,smoothed_cli,4/23/2021,4/25/2021,2,0.9323451,0.1395843,4153.0046,state,fb-survey
sd,smoothed_cli,4/23/2021,4/25/2021,2,0.9622717,0.3361568,726.8542,state,fb-survey
tn,smoothed_cli,4/23/2021,4/25/2021,2,0.8825288,0.1228527,4574.1012,state,fb-survey
tx,smoothed_cli,4/23/2021,4/25/2021,2,0.7021139,0.0615531,14520.2081,state,fb-survey
ut,smoothed_cli,4/23/2021,4/25/2021,2,0.8439827,0.1834433,1940.2697,state,fb-survey
va,smoothed_cli,4/23/2021,4/25/2021,2,0.6134867,0.0846157,6564.9675,state,fb-survey
vt,smoothed_cli,4/23/2021,4/25/2021,2,0.5874671,0.2755799,766.0004,state,fb-survey
wa,smoothed_cli,4/23/2021,4/25/2021,2,0.4693067,0.0826464,5650.8343,state,fb-survey
wi,smoothed_cli,4/23/2021,4/25/2021,2,0.6073769,0.1052877,4582.9941,state,fb-survey
wv,smoothed_cli,4/23/2021,4/25/2021,2,1.0934707,0.2221868,1779.2037,state,fb-survey
wy,smoothed_cli,4/23/2021,4/25/2021,2,1.1124828,0.4702669,493.9955,state,fb-survey
ak,smoothed_cli,4/24/2021,4/25/2021,1,0.6973294,0.3142802,674,state,fb-survey
al,smoothed_cli,4/24/2021,4/25/2021,1,0.7290231,0.1452769,2959.0534,state,fb-survey
ar,smoothed_cli,4/24/2021,4/25/2021,1,0.7048983,0.1695744,2014.1644,state,fb-survey
az,smoothed_cli,4/24/2021,4/25/2021,1,0.4937859,0.0968042,4191.4402,state,fb-survey
ca,smoothed_cli,4/24/2021,4/25/2021,1,0.5489132,0.0495407,19048.2261,state,fb-survey
co,smoothed_cli,4/24/2021,4/25/2021,1,0.9321426,0.1313315,4142.9014,state,fb-survey
ct,smoothed_cli,4/24/2021,4/25/2021,1,0.525767,0.1159575,3197,state,fb-survey
dc,smoothed_cli,4/24/2021,4/25/2021,1,0.6527415,0.4098727,383,state,fb-survey
de,smoothed_cli,4/24/2021,4/25/2021,1,0.6744355,0.2492861,939.0073,state,fb-survey
fl,smoothed_cli,4/24/2021,4/25/2021,1,0.6832235,0.0590589,14766.9999,state,fb-survey
ga,smoothed_cli,4/24/2021,4/25/2021,1,0.5799769,0.0909679,5285.9584,state,fb-survey
hi,smoothed_cli,4/24/2021,4/25/2021,1,0.4473344,0.2250768,834,state,fb-survey
ia,smoothed_cli,4/24/2021,4/25/2021,1,0.895178,0.1580118,2987.5425,state,fb-survey
id,smoothed_cli,4/24/2021,4/25/2021,1,0.7247155,0.1976351,1520.1916,state,fb-survey
il,smoothed_cli,4/24/2021,4/25/2021,1,0.6191209,0.074924,9033.0234,state,fb-survey
in,smoothed_cli,4/24/2021,4/25/2021,1,0.8552878,0.1221828,4839.0018,state,fb-survey
ks,smoothed_cli,4/24/2021,4/25/2021,1,0.664666,0.1483365,2350.1454,state,fb-survey
ky,smoothed_cli,4/24/2021,4/25/2021,1,0.6938969,0.134639,3228.194,state,fb-survey
la,smoothed_cli,4/24/2021,4/25/2021,1,0.9840528,0.1813305,2544.1845,state,fb-survey
ma,smoothed_cli,4/24/2021,4/25/2021,1,0.5570053,0.1056727,4177.0095,state,fb-survey
md,smoothed_cli,4/24/2021,4/25/2021,1,0.5375912,0.1061979,3656.9914,state,fb-survey
me,smoothed_cli,4/24/2021,4/25/2021,1,0.7109489,0.1956439,1697.2234,state,fb-survey
mi,smoothed_cli,4/24/2021,4/25/2021,1,1.0214123,0.0848971,11270.0022,state,fb-survey
mn,smoothed_cli,4/24/2021,4/25/2021,1,0.7946354,0.1315383,3761.1828,state,fb-survey
mo,smoothed_cli,4/24/2021,4/25/2021,1,0.6702939,0.1182073,3902.7624,state,fb-survey
ms,smoothed_cli,4/24/2021,4/25/2021,1,1.2202844,0.2309272,1848.9239,state,fb-survey
mt,smoothed_cli,4/24/2021,4/25/2021,1,0.8686304,0.2504237,1123.6492,state,fb-survey
nc,smoothed_cli,4/24/2021,4/25/2021,1,0.7816462,0.0968111,6866.0083,state,fb-survey
nd,smoothed_cli,4/24/2021,4/25/2021,1,1.4367212,0.4732078,579.6106,state,fb-survey
ne,smoothed_cli,4/24/2021,4/25/2021,1,1.4045007,0.2794485,1509.7401,state,fb-survey
nh,smoothed_cli,4/24/2021,4/25/2021,1,0.6617844,0.1989267,1443.7766,state,fb-survey
nj,smoothed_cli,4/24/2021,4/25/2021,1,0.6338013,0.1063725,4914.9982,state,fb-survey
nm,smoothed_cli,4/24/2021,4/25/2021,1,0.5636294,0.1503235,2152.3284,state,fb-survey
nv,smoothed_cli,4/24/2021,4/25/2021,1,0.9149855,0.2201678,1578.7742,state,fb-survey
ny,smoothed_cli,4/24/2021,4/25/2021,1,0.4625564,0.059719,10829.0002,state,fb-survey
oh,smoothed_cli,4/24/2021,4/25/2021,1,0.8091387,0.0854719,8854.0053,state,fb-survey
ok,smoothed_cli,4/24/2021,4/25/2021,1,0.8171547,0.1508134,2749.9968,state,fb-survey
or,smoothed_cli,4/24/2021,4/25/2021,1,0.5207273,0.1102722,3415.0299,state,fb-survey
pa,smoothed_cli,4/24/2021,4/25/2021,1,0.8202852,0.0824447,9583.0047,state,fb-survey
ri,smoothed_cli,4/24/2021,4/25/2021,1,0.4218589,0.194895,871.9905,state,fb-survey
sc,smoothed_cli,4/24/2021,4/25/2021,1,0.9369393,0.1399162,4078.0049,state,fb-survey
sd,smoothed_cli,4/24/2021,4/25/2021,1,1.3032213,0.3948438,741.0074,state,fb-survey
tn,smoothed_cli,4/24/2021,4/25/2021,1,0.9372487,0.1260068,4528.7902,state,fb-survey
tx,smoothed_cli,4/24/2021,4/25/2021,1,0.7029577,0.0616147,14210.9676,state,fb-survey
ut,smoothed_cli,4/24/2021,4/25/2021,1,0.7648846,0.169017,1961.3348,state,fb-survey
va,smoothed_cli,4/24/2021,4/25/2021,1,0.6114673,0.0841145,6510.9536,state,fb-survey
vt,smoothed_cli,4/24/2021,4/25/2021,1,0.7544579,0.3198275,729.0003,state,fb-survey
wa,smoothed_cli,4/24/2021,4/25/2021,1,0.5406943,0.0901588,5574.8342,state,fb-survey
wi,smoothed_cli,4/24/2021,4/25/2021,1,0.6640999,0.1116241,4567.9942,state,fb-survey
wv,smoothed_cli,4/24/2021,4/25/2021,1,1.1407483,0.2265506,1771.2042,state,fb-survey
wy,smoothed_cli,4/24/2021,4/25/2021,1,0.7884345,0.3912372,479.9552,state,fb-survey
